Year,Date,Date_Ref,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,Sub-Measure,Variable,Geographic_Requirements,Geographic_Requirements_Text,Age_Requirements,Age_Requirements_Text,RQUIT_Requirements,RQUIT_Requirements_Text,Insurance_Requirements,Insurance_Requirements_Text,Pregnancy_Requirements,Pregnancy_Requirements_Text,Other_Requirements,Other_Requirements_Text,Unlimited_Sessions_Offered,Number_of_Sessions_Offered,Comments,GeoLocation,TopicTypeId,TopicId,MeasureID,SOURCE,SubMeasureID,DisplayOrder
2018,3,Jul-Sep,MN,Minnesota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Underinsured: Pregnant/Postpartum,Yes,Resident of state,No,,No,,Yes,Underinsured,Yes,Pregnant,No,,No,10,,"(46.35564873600049, -94.79420050299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,NM,New Mexico,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(34.52088095200048, -106.24058098499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,4,Oct-Dec,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,6-months postpartum women,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,6-months postpartum women,No,,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,DC,District of Columbia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,No,,No,,No,,No,,No,5,,"(38.89037138500049, -77.03196112699965)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,15 years and older,No,,No,,Yes,Pregnant/Postpartum,No,,No,9,5 calls during pregnancy; 4 calls postpartum,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,UT,Utah,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,5,,"(39.360700171000474, -111.58713063499971)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,NC,North Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Orange County,Yes,Orange County,No,,Yes,Next 30 days,No,,No,,No,,No,4,,"(35.466220975000454, -79.15925046299964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,1,Jan-Mar,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,Low SES,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,Yes,Low SES,No,5,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicaid,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,2,Apr-Jun,AR,Arkansas,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(34.74865012400045, -92.27449074299966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,15 years and older,No,,No,,No,,No,,No,5,,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,AK,Alaska,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,5,Text 2 Quit and Web Coach also available to all participants in addition to phone counseling,"(64.84507995700051, -147.72205903599973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,2,Apr-Jun,GA,Georgia,Quitline,Services Available,Counseling,Amount of Counseling Offered,Not ready to quit in the next 30 days,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,2,,"(32.83968109300048, -83.62758034599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,1,Jan-Mar,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,IA,Iowa,Quitline,Services Available,Counseling,Amount of Counseling Offered,Not ready to quit in the next 30 days,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(42.46940091300047, -93.81649055599968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,2,Apr-Jun,LA,Louisiana,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(31.31266064400046, -92.44568007099969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,OK,Oklahoma,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Medicare,No,,No,,No,5,,"(35.47203135600046, -97.52107021399968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,3,Jul-Sep,VA,Virginia,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,No,,No,,No,,No,,Yes,Pregnant,No,,No,10,,"(37.54268067400045, -78.45789046299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,3,Jul-Sep,CO,Colorado,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,15 years and older,No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(38.843840757000464, -106.13361092099967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,4,Oct-Dec,GU,Guam,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,11 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(13.444304, 144.793731)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,4,Oct-Dec,VA,Virginia,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,No,,No,,No,,No,,No,,No,,No,1,,"(37.54268067400045, -78.45789046299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,UT,Utah,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,No,,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,8,,"(39.360700171000474, -111.58713063499971)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,3,Jul-Sep,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,Yes,Uninsured,No,,No,,No,4,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2016,1,Jan-Mar,NM,New Mexico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,5,Participants can call in for additional support,"(34.52088095200048, -106.24058098499967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,1,Jan-Mar,WI,Wisconsin,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(44.39319117400049, -89.81637074199966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,3,Jul-Sep,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,No,,Yes,Pregnant,No,,No,10,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,6,Jan-Jun,NE,Nebraska,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,16 years and older,No,,No,,No,,No,,No,5,,"(41.6410409880005, -99.36572062299967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2010,4,Oct-Dec,AK,Alaska,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,1,,"(64.84507995700051, -147.72205903599973)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,2,Apr-Jun,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Referrals from Indian Health Services,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,No,,No,,Yes,Referrals from Indian Health Services,No,5,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,2,Apr-Jun,PR,Puerto Rico,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,12,,"(18.220833, -66.590149)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,1,Jan-Mar,OH,Ohio,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older (parental consent required for callers ages 13-17),No,,Yes,Uninsured or select insurance,No,,No,,No,5,,"(40.06021014100048, -82.40426005599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,12,Jul-Dec,NV,Nevada,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Medicaid callers are offered quitline counseling and/or referred to their own services,No,,No,,No,5,"If callers would like more support, more counseling sessions are available.","(39.493240390000494, -117.07184056399967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,3,Jul-Sep,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days or already quit,Yes,Medicaid,No,,No,,No,5,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2011,2,Apr-Jun,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Uninsured,Yes,Resident of state,No,,Yes,Next 30 days or already quit (within the last 30 days),Yes,Uninsured,No,,No,,No,5,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,OR,Oregon,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Select insurance,No,,No,,No,1,,"(44.56744942400047, -120.15503132599969)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,1,Jan-Mar,WA,Washington,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,12 years and older,Yes,Next 30 days or already quit,Yes,Uninsured or select insurance,No,,No,,No,1,,"(47.52227862900048, -120.47001078999972)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,4,Oct-Dec,GA,Georgia,Quitline,Services Available,Counseling,Amount of Counseling Offered,Ready to quit in the next 30 days,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(32.83968109300048, -83.62758034599966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,2,Apr-Jun,CT,Connecticut,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(41.56266102000046, -72.64984095199964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,NY,New York,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,2,,"(42.82700103200045, -75.54397042699964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,1,Jan-Mar,VT,Vermont,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant/Postpartum,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant/Postpartum,No,,No,9,5 calls during pregnancy; 4 calls postpartum with same coach,"(43.62538123900049, -72.51764079099962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2017,4,Oct-Dec,NC,North Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,No,,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,10,,"(35.466220975000454, -79.15925046299964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,3,Jul-Sep,WI,Wisconsin,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,No,,No,,No,,No,,No,1,,"(44.39319117400049, -89.81637074199966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,CA,California,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,No,,Yes,14 years and older,No,,No,,No,,No,,No,5,,"(37.63864012300047, -120.99999953799971)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,2,Apr-Jun,MI,Michigan,Quitline,Services Available,Counseling,Amount of Counseling Offered,Cancer patients,Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,Yes,Cancer patients,No,4,,"(44.6613195430005, -84.71439026999968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,4,Oct-Dec,ID,Idaho,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,No,,No,,No,,No,,No,5,,"(43.682630005000476, -114.3637300419997)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,2,Apr-Jun,VT,Vermont,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(43.62538123900049, -72.51764079099962)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,4,Oct-Dec,MS,Mississippi,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,12,,"(32.745510099000455, -89.53803082499968)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2013,2,Apr-Jun,GU,Guam,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicare,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,Yes,Medicare,No,,No,,No,5,,"(13.444304, 144.793731)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2019,12,Jul-Dec,NC,North Carolina,Quitline,Services Available,Counseling,Amount of Counseling Offered,"Behavioral Health (from June 25, 2019)",Yes,Resident of state,No,,Yes,Next 30 days,No,,No,,No,,No,7,,"(35.466220975000454, -79.15925046299964)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,4,Oct-Dec,ND,North Dakota,Quitline,Services Available,Counseling,Amount of Counseling Offered,Pregnant,Yes,Resident of state,Yes,14 years and older,Yes,Next 30 days,No,,Yes,Pregnant,No,,No,9,,"(47.47531977900047, -100.11842104899966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2012,4,Oct-Dec,MD,Maryland,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,18 years and older,Yes,Next 30 days,No,,No,,No,,No,4,,"(39.29058096400047, -76.60926011099963)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2018,1,Jan-Mar,GU,Guam,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,11 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(13.444304, 144.793731)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2015,4,Oct-Dec,WI,Wisconsin,Quitline,Services Available,Counseling,Amount of Counseling Offered,Medicaid,Yes,Resident of state,Yes,13 years and older,No,,Yes,Medicaid,No,,No,,No,5,Limited time offer until funds run out,"(44.39319117400049, -89.81637074199966)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
2014,1,Jan-Mar,TX,Texas,Quitline,Services Available,Counseling,Amount of Counseling Offered,All Eligible Callers,Yes,Resident of state,Yes,13 years and older,Yes,Next 30 days,No,,No,,No,,No,5,,"(31.827240407000488, -99.42677020599967)",QUI,900QUI,914PRO,"National Quitline Data Warehouse, Office on Smoking and Health (NQDW OSH)",QUT03,3
